PESSOA;IDADE;RENDIMENTO_ANUAL;SITUACAO_PROPRIEDADE;ANOS_TRABALHADOS;EMPRESTIMO;MOTIVO_EMPRESTIMO;PONTUACAO;VALOR_EMPRESTIMO;JUROS;POSSIB_INADIMPLENCIA;EMPRESTIMO_PERC_RENDA_ANUAL;SOLICITACAO;INADIMPLENTE;ANOS_PRIMEIRO_CREDITO
OAFih2Qc-Maqn;30.0;21600.0;Alugada;1.0;1ZwitXqz-9HAO;Pessoal;B;1500.0;11.71;1.0;0.07;fpQMXQro-mlDv;0.0;9
CseU73qi-Kdjs;26.0;120000.0;Hipotecada;10.0;loWRXSkl-rEH2;Médico;A;10000.0;5.42;0.0;0.08;ibXKRcbH-7TqG;0.0;2
NZYJHHAB-HkMR;26.0;130000.0;Alugada;0.0;jbCuEdAa-iqOd;Melhora do lar;C;4550.0;13.57;0.0;0.04;2C2Xb6B6-e1jr;1.0;2
xYkZCuMw-NoAY;36.0;80000.0;Hipotecada;4.0;ydlGz5Re-mmKh;Empreendimento;A;10000.0;6.62;0.0;0.13;uGr0AXXC-pgpN;0.0;14
AAKuJldw-pJut;25.0;108000.0;Hipotecada;10.0;S2NTq9oO-0tQM;Melhora do lar;B;24250.0;10.75;0.0;0.22;rOPWNqjW-FGRi;0.0;2
LoFaXAou-i0zB;30.0;48996.0;Alugada;1.0;Mn3QaC8I-ilNn;Melhora do lar;E;10000.0;15.45;1.0;0.2;BRL3HI85-Jy7U;0.0;5
n0CmM4jF-WrT3;30.0;30000.0;Alugada;3.0;Lqk2KuiZ-DtPJ;Médico;A;7000.0;;0.0;0.23;kBN4BKKU-YGhG;0.0;8
MhDkKBg2-azag;35.0;48000.0;Hipotecada;7.0;aeDRZcKt-xlqu;Educativo;A;17000.0;6.03;0.0;0.35;ZLkJDWwe-UDAG;0.0;8
NXeWNq15-07NW;26.0;127500.0;Hipotecada;7.0;ziQXdcrc-akrq;Melhora do lar;A;10000.0;7.51;0.0;0.08;dMHbIa5i-BaRg;0.0;3
aHZy1Y2Y-bxXp;23.0;60000.0;Própria;0.0;386rC9Lw-ZP31;Pessoal;B;8000.0;12.53;0.0;0.13;kTkFo6l0-uMvk;0.0;2
mx6suAjg-TjOx;41.0;58500.0;Alugada;17.0;CH5pFuz1-Z8JP;Pessoal;D;7150.0;15.99;1.0;0.12;I2yFopSP-IoHw;1.0;16
LdXgymEO-05eY;35.0;68231.0;Alugada;3.0;EA4tkJab-YWsO;Educativo;C;22400.0;12.99;1.0;0.33;WkTmqh1f-sFLQ;1.0;7
GLh5YiG0-B1U7;28.0;101000.0;Hipotecada;8.0;BlySr4w0-ijJ1;Médico;A;15000.0;8.94;0.0;0.15;jX2oPBpQ-kKW9;0.0;9
9L4QGnGJ-MsON;30.0;40000.0;Alugada;13.0;ZzcNGSmF-t5TH;Educativo;B;12000.0;9.2;0.0;0.3;i1kgAID2-pz9r;0.0;8
pSNAFWbi-ToBB;34.0;75000.0;Hipotecada;14.0;pYvB8rNk-JYAE;Médico;B;10000.0;11.11;0.0;0.13;wUFTBpYD-WML1;0.0;10
9DRL3XNb-C4Zi;23.0;60000.0;Alugada;8.0;Zqt2qAEe-m6hQ;Empreendimento;A;7500.0;9.07;0.0;0.13;Q51yGBOt-ycda;0.0;2
GzhcoRFi-IN95;28.0;60000.0;Hipotecada;5.0;TuPqjrtF-sUlk;Pessoal;B;6000.0;10.99;0.0;0.1;9uupPKD4-x7ko;0.0;9
SZc9s1G1-3wf2;35.0;21600.0;Alugada;1.0;nN2i1OMm-DThK;Pessoal;C;2500.0;14.35;0.0;0.12;hgelZXQ3-rY2b;1.0;5
QUtMBZ2z-jw7j;23.0;62000.0;Hipotecada;7.0;SsytR9Q8-ljxS;Empreendimento;A;11200.0;7.88;0.0;0.18;60Iz2pt7-ceCc;0.0;4
0AhqXkhX-O8BJ;31.0;130000.0;Hipotecada;10.0;CEzUepsO-SqWj;Médico;A;9800.0;8.49;0.0;0.08;pgxuysNy-zltA;0.0;5
vaItALIm-E81d;29.0;16800.0;Alugada;4.0;5i2CkuB8-0JZ0;Pessoal;A;5000.0;6.92;1.0;0.3;rsTeUNoE-t0TQ;0.0;7
nCuCZYni-eXxK;21.0;60000.0;Alugada;5.0;8Mnvq9pZ-rhCf;Médico;B;24000.0;10.75;1.0;0.4;7a4KIL5C-KrsK;0.0;2
sdbPCZiK-s5aN;32.0;107800.0;Própria;3.0;U2j9x2LS-CI2c;Pessoal;C;5200.0;14.65;0.0;0.05;P8lcze4E-mspy;0.0;9
aRYQcMjp-sv2w;21.0;70000.0;Alugada;;jQKbqzkH-MXfh;Educativo;;5500.0;6.76;0.0;0.09;4ob1TFZl-Y2sp;0.0;9
Dgp1gcLq-i6Yd;22.0;40800.0;Alugada;5.0;BsDZQKSq-iiuA;Educativo;A;2000.0;6.62;0.0;0.05;W8prPqTg-4SU9;0.0;3
i2aWMzQ3-3umc;24.0;20160.0;Alugada;3.0;6Yi8v1m4-oxJd;Médico;C;1500.0;13.35;0.0;0.07;KFuynGna-dvYy;0.0;4
a7mJsMGb-tStB;27.0;50000.0;Alugada;3.0;yOgEspRz-KZaz;Empreendimento;D;15000.0;16.77;0.0;0.3;q6rTNLE4-gD69;0.0;5
dPoCyNT3-XDpo;28.0;45000.0;Alugada;3.0;eZt8AeW0-8yZC;Educativo;C;2800.0;;0.0;0.06;dRb6qosN-4dMg;0.0;8
cblIIWjW-CYjk;24.0;67000.0;Própria;2.0;DZCqeO8n-6nMQ;Médico;B;16000.0;12.69;0.0;0.24;0DNDXkkq-RhxH;0.0;4
1J1yrp7O-99YF;31.0;10000.0;Alugada;15.0;0TtwGM7d-d0cP;Pagamento de débitos;A;2650.0;7.4;1.0;0.27;68MkTBfe-XTkc;0.0;9
mYNKQFg2-sDoo;23.0;57996.0;Alugada;7.0;KHHH83dL-MwGU;Educativo;C;10000.0;13.23;0.0;0.17;9yv56XDh-n6lK;0.0;3
8oSRZwLo-u1UP;36.0;57600.0;Própria;;ShTQiMbU-RLTM;Educativo;A;4000.0;;0.0;0.07;6r8rjDAi-DKuF;0.0;15
TQWCrNJw-kitU;24.0;41004.0;Alugada;8.0;775Xfj8H-DhHW;Educativo;A;6000.0;7.68;0.0;0.15;C5tN1sda-s5g0;0.0;4
jSrdr3cC-NQsk;21.0;80000.0;Alugada;3.0;bnAEY4Ei-H44F;Empreendimento;A;15000.0;;0.0;0.19;AxDPT0JO-HABu;0.0;2
8a2NnM0p-PHQL;22.0;112000.0;Hipotecada;2.0;cr2TCAIu-LHPY;Pessoal;A;4000.0;8.9;0.0;0.04;Wt48akDv-y9NQ;0.0;3
qxpRqbNt-ApiG;26.0;60000.0;Hipotecada;10.0;2A5EnyMj-zaGk;Pagamento de débitos;A;6000.0;8.94;0.0;0.1;YWjz0am8-4Us3;0.0;4
3mZC8HFT-9QY3;31.0;89000.0;Alugada;1.0;ZGMuy5ri-dZ3w;Médico;B;10000.0;10.99;0.0;0.11;KPu0G0my-SOjS;0.0;5
13FiDSjK-XGfw;22.0;70000.0;Hipotecada;4.0;IYAuZAGD-tvKT;Empreendimento;B;13750.0;10.75;0.0;0.2;1rT7kgrI-iBTx;0.0;3
BMzF1uzw-Nz2h;22.0;48000.0;Alugada;5.0;WqoxKzDp-iaQi;Educativo;B;18000.0;;1.0;0.38;pSI9Synb-61tD;0.0;2
3w7976WK-NUs0;24.0;45000.0;Hipotecada;3.0;hLNNNaQe-Zfhn;Empreendimento;C;15000.0;13.06;0.0;0.33;itSZAyAU-Sd8e;0.0;3
pmetxwdK-bwjC;27.0;96000.0;Alugada;0.0;odeSyze6-rxjU;Pagamento de débitos;B;4375.0;8.88;0.0;0.05;ULqaT7kg-dyGH;0.0;7
EhmiqGnh-d3Hw;22.0;18996.0;Alugada;1.0;eqGggawG-7DqN;Médico;D;1500.0;;1.0;0.08;a22lpWId-0fH8;1.0;3
FiXhStLO-Up42;22.0;65000.0;Hipotecada;6.0;J9cAXt1d-3liR;Empreendimento;A;1500.0;9.32;0.0;0.02;LZiqB83i-k1h7;0.0;2
KXPlqti1-JyZt;23.0;50000.0;Alugada;7.0;T2rcztjR-yiKu;Pagamento de débitos;D;8000.0;16.02;1.0;0.16;Ke52CktH-ZFO3;0.0;3
t0MYAEGg-DHHw;37.0;12360.0;Alugada;3.0;bhZThL8H-RhWj;Empreendimento;B;4000.0;9.99;1.0;0.32;IoRuU39I-eF8H;0.0;13
EKDi6GzW-8PE5;25.0;42000.0;Alugada;1.0;X4OxJL7r-Qn0h;Médico;B;6000.0;;0.0;0.14;0Ej5q26T-uTgH;0.0;4
cEJOkiWG-imjU;35.0;218000.0;Alugada;4.0;0fRPrTOM-69OC;Pagamento de débitos;D;7000.0;14.11;1.0;0.03;iyTNKW4O-9DBq;1.0;9
J1vhyrAn-QMkO;37.0;117000.0;Hipotecada;15.0;iONpaK4f-Xcf5;Melhora do lar;C;8000.0;13.06;0.0;0.07;qb2LG00A-1q2M;0.0;13
n8tI5XAp-yIne;26.0;45000.0;Hipotecada;10.0;HLpP2Oc2-lBSh;Pagamento de débitos;A;10000.0;6.91;0.0;0.22;9fMkL0IY-mYFl;0.0;4
OBRrXhCu-YXzw;25.0;63300.0;Hipotecada;0.0;SXLrQw6P-kMux;Educativo;C;17600.0;12.53;0.0;0.28;mgQliNE5-E5wN;1.0;4
BRX8Wxj6-voP9;23.0;59000.0;Alugada;7.0;m44Hv5S3-YXm6;Educativo;C;20000.0;12.29;1.0;0.34;nPKH882A-ZUG0;0.0;4
xD1p4XDn-Oiu7;36.0;26000.0;Alugada;1.0;zp0ESJiH-EtqM;Pessoal;D;10000.0;15.31;1.0;0.38;S4E48ZT7-ygyI;0.0;14
RT3ImkoL-t1Ts;31.0;50000.0;Alugada;3.0;CQx5fSfm-dNAB;Pessoal;A;10500.0;6.17;0.0;0.21;KI6KTEpI-fZ8O;0.0;8
kIkCCTNo-Z3bc;23.0;30000.0;Alugada;0.0;us4wl142-xPka;Pagamento de débitos;B;5000.0;11.86;0.0;0.17;ufXOl8G5-mySY;0.0;4
n7WbXMQW-sETZ;25.0;33996.0;Alugada;0.0;SJutEFKf-1aZa;Empreendimento;A;5000.0;9.38;0.0;0.15;OUGkZNXJ-L9nB;0.0;3
dFQe4snL-XdLv;29.0;52800.0;Hipotecada;1.0;eYTUzYHr-EmLu;Pessoal;C;4800.0;14.79;0.0;0.09;JARftPf2-vMxA;0.0;9
POEYxbb2-a2Oy;23.0;20000.0;Alugada;1.0;srFjrnoF-GzeK;Pessoal;A;3200.0;7.14;0.0;0.16;yR7eYhu4-GSuA;0.0;4
KWTcMhEP-dzbF;25.0;106000.0;Hipotecada;3.0;55AXWC2G-NAb2;Pagamento de débitos;A;12000.0;6.54;0.0;0.11;Tb7ujSjb-1HFn;0.0;2
Hm07DgPA-XkMt;30.0;51000.0;Hipotecada;4.0;I6HH5F60-dSJT;Pessoal;B;2000.0;10.99;0.0;0.04;3xOzs894-ginq;0.0;10
CnEatXMz-0OFA;22.0;45000.0;Hipotecada;5.0;jIC7xbmw-QZCC;Pagamento de débitos;C;5000.0;12.61;0.0;0.11;hkfNfqyC-uaPS;1.0;2
RbwHvPf8-UbMB;21.0;15600.0;Alugada;2.0;icgtSFND-uOfW;Pessoal;D;3500.0;16.07;1.0;0.22;D9pL6nuE-FxBI;0.0;3
sdev5pAW-ydjX;22.0;24000.0;Alugada;0.0;Ejov7kut-wRTz;Pessoal;E;1500.0;18.79;1.0;0.06;CBSYftWm-T4TI;1.0;4
IqeFL5Pf-BLYM;24.0;82000.0;Outros;2.0;0aEhMG47-XTWT;Pessoal;A;14700.0;9.63;0.0;0.18;Pz1NXlKU-kI40;0.0;3
dsHwvgJy-PLb0;44.0;67000.0;Alugada;3.0;lUg4a3tq-0Zc4;Pagamento de débitos;C;10000.0;11.66;0.0;0.15;qmP6XU1Q-6C0B;1.0;15
FBLvtXHn-5zFI;26.0;145992.0;Hipotecada;0.0;5Yb77yvT-lgy0;Pessoal;D;20000.0;;0.0;0.14;2ZBjZwiA-hk1Y;1.0;2
lZxnmaq8-X4ea;28.0;42000.0;Alugada;5.0;dg7GKrfT-gMBG;Pessoal;B;4800.0;12.42;0.0;0.11;rEGzP6ue-N8Ut;0.0;9
Mka9cO2f-7BWT;24.0;135000.0;Alugada;3.0;uveUv5ag-taSY;Educativo;E;16000.0;16.69;0.0;0.12;xAgBcB30-vKsg;0.0;2
B80CrnUC-AvFt;26.0;87500.0;Outros;3.0;G044ts7W-47uO;Empreendimento;D;7500.0;15.05;0.0;0.09;Nvq1Qs0o-a1SF;1.0;2
7HQEEYq1-5BSd;38.0;140000.0;Própria;13.0;wRihKSMu-JkjK;Empreendimento;B;24000.0;12.18;0.0;0.17;ZzzjgNfE-UOso;0.0;15
cURACCmk-kQva;25.0;40000.0;Alugada;5.0;Zi1tBdqr-ncFz;Pessoal;A;1200.0;8.0;0.0;0.03;aouBlsk3-4SGP;0.0;4
PD7hQoL2-UenE;33.0;48000.0;Alugada;4.0;Mm7abooN-vBPa;Médico;B;1000.0;9.99;0.0;0.02;SapqFRlg-iAgv;0.0;10
1ZmQ8qlQ-YhW7;23.0;114000.0;Hipotecada;1.0;M1mFTCpK-oYkW;Educativo;B;17325.0;11.99;0.0;0.15;64oWnLIG-HO13;0.0;2
Ikx05jwR-SOu0;25.0;30000.0;Alugada;0.0;OUAP8Tfz-TzvI;Empreendimento;D;14500.0;14.42;1.0;0.48;IAC1HhiL-rtBG;0.0;4
EbK8pAhP-qrNe;24.0;50000.0;Alugada;6.0;oZwyvw1E-fN0S;Pessoal;A;4000.0;7.66;0.0;0.08;LXTSCpdW-veiT;0.0;4
qUnM7xfY-zYx9;27.0;31850.0;Hipotecada;8.0;xAnrHdRE-LHLE;Empreendimento;B;14125.0;10.65;0.0;0.44;QsQpl6AK-OX28;0.0;8
jTlZsQSW-ojru;26.0;65004.0;Alugada;3.0;EMzUeDIx-RgH0;Empreendimento;A;8400.0;7.51;0.0;0.13;5Cuh2gIy-dTvW;0.0;3
KHtjA5hY-nGr8;25.0;26453.0;Hipotecada;6.0;LTfB3cOY-YUwf;Médico;B;7200.0;11.71;1.0;0.27;JztOhHRC-HKUd;0.0;4
psPR0780-2tkQ;26.0;56000.0;Hipotecada;0.0;5LdvzsYR-9Wq6;Melhora do lar;B;8000.0;11.14;0.0;0.14;mQvFHLof-26D5;0.0;4
Ugw1Pi0h-K7lX;24.0;90474.0;Hipotecada;8.0;yzEbmBCj-tgIi;Educativo;B;15000.0;10.38;0.0;0.17;2KXUBLHc-5eOp;0.0;3
PwcmcBmt-Jcc0;29.0;59000.0;Hipotecada;7.0;dxjxBnHs-C5Mh;Pagamento de débitos;B;15000.0;9.76;1.0;0.25;tbg8X1l2-G8X7;0.0;8
bkr0Ez5g-yJTr;27.0;47000.0;Alugada;6.0;kdAF1gQX-GdeQ;Pessoal;B;3000.0;10.74;0.0;0.06;UHnWxHm9-d1yv;0.0;5
mQ6QNfeD-veFk;55.0;60900.0;Hipotecada;5.0;3Yywr3bk-3Orx;Pessoal;A;8500.0;6.76;0.0;0.14;YonnJjhm-tycD;0.0;20
bxEW1I0w-2RdB;24.0;87000.0;Hipotecada;1.0;EzaGflC7-oPxw;Empreendimento;A;4000.0;6.03;0.0;0.05;Zk4K85eD-lAzo;0.0;2
LTQLsWhY-DHzL;24.0;28000.0;Alugada;0.0;OjXEUsaB-SNIL;Médico;A;5000.0;7.68;0.0;0.18;nz6pw38Q-Ruz1;0.0;3
2OpmmgdA-URjQ;25.0;24000.0;Alugada;2.0;Cogy1wft-lpyq;Empreendimento;A;4000.0;7.75;0.0;0.17;OdSUtIB7-IgZ5;0.0;3
D9MIwGs2-cqk3;26.0;42000.0;Alugada;6.0;hTFlxzoN-iUC3;Pessoal;A;12375.0;7.51;0.0;0.29;gKW4oOYH-wU7x;0.0;3
4NX9aK9Y-zNAv;23.0;35482.0;Própria;7.0;aYGOTYP4-dkp3;Empreendimento;D;7000.0;14.74;0.0;0.2;QusqITvp-9SRf;0.0;4
EZHw0fd8-ccDa;25.0;16000.0;;0.0;PeSN2Alu-cYZs;;A;6200.0;13.79;0.0;0.16;WoSRuCr1-OEYM;0.0;2
8mvpD0nG-YBgs;26.0;86000.0;Alugada;10.0;3lHCkLF2-prPi;Empreendimento;A;18000.0;8.49;0.0;0.21;IcXGuEs8-c7Qy;0.0;2
ttfGpDid-yZQc;30.0;53000.0;Alugada;4.0;AgQE1Wg0-uqrE;;A;20400.0;17.74;;0.4;aDcp6qw4-Zk9Q;1.0;6
rBH5CLSM-2Des;37.0;39480.0;Própria;4.0;w6luzkHO-szM4;Empreendimento;A;8000.0;8.49;0.0;0.2;unTjtMLd-hn5o;0.0;13
yvpFGUgQ-mKFT;28.0;20000.0;Alugada;0.0;QJfwxuYO-bphQ;Médico;B;7500.0;9.76;1.0;0.38;7tNr0Eei-vnY5;0.0;9
C7Ot36wv-1wTL;21.0;36000.0;Alugada;3.0;7Eu9EqKO-P7vl;Educativo;B;10000.0;10.62;0.0;0.28;pbLf8sWR-mxxz;0.0;3
eXmsztSN-ufLC;24.0;101000.0;Própria;5.0;NMGkt6hy-nSES;Médico;B;24250.0;12.53;0.0;0.24;IWlaGCRw-gETk;0.0;4
pqYxZADf-pQam;24.0;30000.0;Hipotecada;8.0;hQNTSHOg-Pltu;Melhora do lar;C;5000.0;13.48;1.0;0.17;E2kOMiW5-Qfer;1.0;2
5yIc4Lxt-TJH4;22.0;52800.0;Hipotecada;6.0;9WGGt5u0-8OAC;Pessoal;A;7000.0;6.76;0.0;0.13;m65tms4W-dTFF;0.0;2
Ej23muHb-CuRp;24.0;50000.0;Hipotecada;2.0;pmGL1tk6-7HGi;Pessoal;A;7000.0;5.42;0.0;0.14;uIpOttQz-Kwgn;0.0;4
3vTFYtjn-Z8O8;23.0;75000.0;Hipotecada;5.0;LdXrQ0vm-v7By;Empreendimento;A;6400.0;5.42;0.0;0.09;1FaR5GK3-7Jvc;0.0;3
tff0FxDb-IleZ;22.0;50000.0;Hipotecada;0.0;SnN1Pkit-dr6l;Pessoal;B;2500.0;12.18;0.0;0.05;z3aM4PJQ-e5z2;0.0;4
gzALYTNq-qmHK;37.0;110000.0;Hipotecada;0.0;tWECBaxf-49W5;Médico;B;24000.0;11.36;0.0;0.22;5PWheLAl-oFsF;0.0;11
BAlifwah-lor8;38.0;175000.0;Hipotecada;;2vTu9OwQ-ZbU1;;B;5300.0;7.49;0.0;0.15;pYtIU3Bu-iitB;0.0;3
HjdRfREI-gd0D;31.0;100000.0;Hipotecada;2.0;EQ1hDnoe-ehMd;Médico;A;5000.0;5.42;0.0;0.05;crHkvlPS-iPT8;0.0;8
GYrZkNRQ-ujxA;21.0;10000.0;Alugada;;m0g7HAAo-pQiG;Médico;A;1450.0;7.51;0.0;0.14;rc4tz0Lv-hfJ6;0.0;4
CRzjkxZA-LWb8;23.0;41000.0;Hipotecada;0.0;CKd6wqXx-Aw73;Empreendimento;B;4500.0;10.95;0.0;0.11;cLqpEnZU-BhPl;0.0;4
uqh9hshg-KiLi;41.0;140000.0;Hipotecada;2.0;zvlz7FmZ-1mnP;Educativo;E;15000.0;17.88;0.0;0.11;6PTIeQPo-wg7P;0.0;11
fLFDA6cI-5mDJ;23.0;30000.0;Alugada;1.0;CEIpbcQL-oYzC;Pagamento de débitos;A;1500.0;7.51;0.0;0.05;ZCRZx6yI-tYu4;0.0;3
jc2EiPxO-DtJU;26.0;77100.0;Alugada;8.0;BKC0RP7U-GtWK;Educativo;B;35000.0;12.42;1.0;0.45;XUykbwGg-qdf9;0.0;3
hrdrym4x-Tez7;31.0;106000.0;Hipotecada;15.0;XRAsmvha-GiEn;Pagamento de débitos;B;2400.0;9.63;0.0;0.02;h3rSIkHB-kmz0;0.0;5
D1ZH8tHo-hdG8;29.0;14400.0;Alugada;3.0;oYhzkQE2-g4cB;Educativo;D;1000.0;16.32;1.0;0.07;vyzY9O9Z-a4GL;1.0;8
WhLq6WHi-aPaW;29.0;50700.0;Alugada;2.0;3oJT7whb-kwLp;Melhora do lar;B;5000.0;9.88;0.0;0.1;UPcdx2eP-bTTo;0.0;8
pHHPz7gZ-F35v;22.0;30000.0;Alugada;4.0;MbviBR1c-1gZK;Melhora do lar;D;;;0.0;0.21;2OR80OL3-GL7i;0.0;3
NgnKbNOX-s1lS;26.0;31200.0;Alugada;4.0;skNURKwI-8YXa;Pessoal;C;8325.0;13.49;0.0;0.27;mODoRzc7-Whox;0.0;3
3HGY0CAT-pcYk;23.0;95000.0;Hipotecada;7.0;YBpQxlS8-H2aW;Pessoal;A;6000.0;7.68;0.0;0.06;5zuqtuJB-mfwy;0.0;3
R1eY6YnM-Lcsr;42.0;55000.0;Hipotecada;1.0;y849DvZx-kG91;Empreendimento;B;16500.0;12.69;0.0;0.3;I6BsUjXh-kzPj;0.0;11
fqP7wz65-JfjI;25.0;60000.0;Alugada;3.0;DyDoMuMj-tcRw;Melhora do lar;A;7000.0;6.92;0.0;0.12;Abwf5c0j-iBRe;0.0;2
chwukqky-anBo;29.0;260000.0;Hipotecada;0.0;Boe8pH3Z-mBEH;Melhora do lar;B;20000.0;10.37;0.0;0.08;DmxcW41Q-GcfK;0.0;9
QXXo5XPc-P2rd;30.0;24000.0;Alugada;5.0;RCl0tjbw-wq9v;Médico;;3700.0;;0.0;0.03;cOICLg99-3Ofj;0.0;3
5hH0yK9G-Msd4;30.0;65000.0;Hipotecada;3.0;Jc8Nlu6j-ZjWJ;Pessoal;A;12000.0;7.66;0.0;0.18;kvD6KZiG-FTws;0.0;7
Rd7hoe9a-cKBf;23.0;98280.0;Hipotecada;7.0;3smgaasL-6z1y;Educativo;A;9400.0;6.62;0.0;0.1;gyjOfvzp-LrHb;0.0;3
QPCPNIao-tyOH;31.0;75000.0;Hipotecada;3.0;s1pqQnsf-lxWS;Empreendimento;F;8000.0;18.21;0.0;0.11;HyiovXrQ-biJY;1.0;7
LCJCzeNW-ZbsF;23.0;60000.0;Hipotecada;6.0;dUTIx33l-47qa;Educativo;C;25600.0;;0.0;0.43;jwJCmrS7-K303;0.0;4
CwYOy63R-ZJXG;32.0;24000.0;Alugada;2.0;yUgj52lv-j6uo;Médico;A;2500.0;7.74;0.0;0.1;AFYlBZuh-xmX7;0.0;9
pz4fCJil-goTi;25.0;87000.0;Hipotecada;4.0;lD0uOkSn-xLwF;Empreendimento;B;13000.0;11.26;0.0;0.15;Fq8mxSIC-YaUc;0.0;4
iwHqTBNR-pNBy;24.0;80000.0;Hipotecada;8.0;JblQF0KK-m54J;Educativo;B;18000.0;10.62;0.0;0.23;lT3bIDmN-fISM;0.0;2
jLgZGRHX-g8eN;24.0;40000.0;Própria;8.0;Fl1Jo5df-Py93;Melhora do lar;C;7500.0;13.22;0.0;0.19;xTi9yfIq-iDsG;0.0;3
fS3wBoN1-CERS;22.0;36996.0;Alugada;5.0;xytY8drt-jWuD;Educativo;A;10000.0;7.51;0.0;0.27;xntvz1ur-TDlv;0.0;4
DlwTeIMl-xNA1;29.0;49000.0;Alugada;3.0;Tq6PlPUF-IDlz;Educativo;A;9500.0;;1.0;0.19;BcmeZiWN-OUAS;0.0;5
yFes1lLx-FuBD;24.0;39000.0;Alugada;4.0;ElbkhBLq-d7iG;Pagamento de débitos;C;8000.0;;1.0;0.21;Wx8Iex55-5sI8;0.0;2
Y46E8Fbk-jaO6;23.0;74706.0;Alugada;4.0;8IKuNGAt-OU2j;Pagamento de débitos;B;12000.0;11.58;0.0;0.16;ZzehDOFD-GSE0;0.0;3
ZGssDwej-ML6c;31.0;61104.0;Hipotecada;3.0;MFneRiAL-1y9z;Melhora do lar;B;15000.0;9.25;0.0;0.25;oXaFME7F-Yt5T;0.0;10
aFdkRsI3-O9ef;23.0;90000.0;Hipotecada;5.0;u8759oJ2-nexh;Pessoal;A;15000.0;6.03;0.0;0.17;i0dRZ28R-h3XA;0.0;3
nZaTWRBx-2Y8p;22.0;84500.0;Alugada;6.0;Gv5cYTB1-ZaYL;Pessoal;F;25000.0;18.3;0.0;0.3;QBRFYtaM-MjJW;0.0;4
TyPW69vB-D4qW;25.0;175000.0;Hipotecada;9.0;i9ClDzHb-d4Bg;Pessoal;B;7550.0;11.49;0.0;0.04;xKsUOtuP-cRBw;0.0;4
mOE6C4Re-px0q;23.0;67000.0;Alugada;7.0;Gcfkdfms-wzr2;Médico;B;3000.0;10.99;0.0;0.04;xjBNelGH-G3hX;0.0;2
yMWxyp9G-TSs9;31.0;42000.0;Alugada;4.0;b8ZlpvCH-mOHj;Educativo;B;10000.0;11.71;1.0;0.24;n7xjs1jg-krwL;0.0;5
aDNED6Ah-hmvS;27.0;80000.0;Hipotecada;5.0;0hT9BPyC-y3m3;Empreendimento;C;35000.0;;0.0;0.44;eMaZYh2u-amRW;0.0;8
bxANvP9E-gKdh;24.0;38244.0;Alugada;6.0;6muAQ9Oj-k51g;Pessoal;A;10000.0;7.88;0.0;0.26;sRRgdSwX-BsLA;0.0;3
F6vSNnML-MGtA;34.0;130000.0;Hipotecada;5.0;Dicri7eQ-lZKg;Melhora do lar;E;5000.0;17.56;0.0;0.04;1TSC9cKr-MtSO;0.0;7
SZGimgLB-HCm7;36.0;150000.0;Hipotecada;20.0;oO5ASQf0-QQ5K;Pagamento de débitos;A;10000.0;;0.0;0.07;5Qd1RaEe-66Rg;0.0;16
d4wU2Xmg-38Bt;27.0;46028.0;Hipotecada;8.0;WCobLvZq-fwds;Pagamento de débitos;B;18000.0;10.74;0.0;0.39;TWz31g7g-IoYq;0.0;9
iSKQ89R4-hSrQ;24.0;77500.0;Alugada;0.0;3rlP2CR9-tvKD;Pagamento de débitos;B;6800.0;10.99;0.0;0.09;R0vzOSRj-B5F7;0.0;3
BmSfJBYv-BeHf;70.0;39996.0;Alugada;;GX59fDb4-5FJW;Médico;C;3600.0;15.23;0.0;0.09;ei66qmed-tZFB;1.0;19
yr7M4UGP-GhF2;;110000.0;Alugada;5.0;NwO8KxFq-1gtk;Empreendimento;D;3000.0;7.9;1.0;0.05;oli8Zl27-IcCE;;9
QqgCp8dl-3z7f;25.0;70000.0;Alugada;9.0;qj1hF404-oL8z;Melhora do lar;D;15000.0;16.02;0.0;0.21;qjjfjzUw-nD8k;0.0;4
SjkENbus-amfl;31.0;45000.0;Hipotecada;6.0;muGjKS8m-QMFz;Pagamento de débitos;A;2500.0;7.88;0.0;0.06;uvvOrGBN-5lgx;0.0;8
Fx9dYCdl-EGAH;29.0;24000.0;Alugada;1.0;1R6ZIzMt-g0c1;Médico;A;5000.0;6.92;0.0;0.21;8m260ipP-sZLs;0.0;10
Tcw1usSY-Y1hs;23.0;128000.0;Hipotecada;7.0;OmOXW4g7-KyWy;Educativo;A;6000.0;7.49;0.0;0.05;BftBrGtZ-7pef;0.0;2
bQ8cLD9d-aoNR;27.0;24000.0;Alugada;;yNYhsUXK-54ue;Educativo;C;8000.0;12.99;1.0;0.33;uXR8a3YL-JuFT;1.0;6
cUjC32rU-WKUl;30.0;25000.0;Alugada;0.0;89ZJJhNR-zriI;Pagamento de débitos;A;3000.0;;0.0;0.12;o9SiDjB4-xO60;0.0;7
pf1w0Ta9-CCv4;24.0;63750.0;Hipotecada;8.0;USUQS9qr-GX9W;Médico;D;35000.0;;1.0;0.47;agZUu0nI-dlXf;0.0;3
c0OyAvJO-Lt7U;37.0;17520.0;Alugada;1.0;U52WAs1b-9TWf;Empreendimento;A;3000.0;;1.0;0.17;fIoGZKMN-KUBy;0.0;16
dvsBdHe3-CNgh;52.0;71520.0;Alugada;0.0;1QbQIAOj-OMK3;Empreendimento;E;7000.0;16.82;1.0;0.1;XfxJa9cE-5Bc2;0.0;28
